Laser Delay [ns];TA [mOD]
3940;0.561118
3950;0.500319
3960;0.410061
3970;0.160508
3980;0.429562
3990;0.133428
4000;0.318571
4010;0.555333
4020;0.435774
4030;-0.170874
4040;-0.208354
4050;0.350131
4060;0.434666
4070;0.061958
4080;0.151919
4090;0.405208
4100;0.336675
4110;0.527268
4120;0.203389
4130;0.150378
4140;0.047389
4150;0.707166
4160;0.842413
4170;0.200972
4180;0.599159
4190;0.423108
4200;0.059232
4210;0.349970
4220;0.160645
4230;0.365661
4240;0.224753
4250;0.485986
4260;0.294840
4270;-0.170883
4280;0.527812
4290;0.023298
4300;0.175829
4310;-0.361988
4320;0.091223
4330;0.106357
4340;0.130715
4350;0.113763
4360;0.010005
4370;0.410857
4380;-0.040427
4390;-0.061921
4400;-0.071673
4410;-0.018444
4420;0.155167
4430;0.214703
4440;0.738755
4450;0.125446
4460;0.421014
4470;0.180930
4480;0.469588
4490;-0.057299
4500;0.211940
4510;0.299632
4520;-0.008611
4530;0.648343
4540;0.235597
4550;-0.175954
4560;0.492478
4570;0.029871
4580;-0.036382
4590;-0.049356
4600;0.162498
4610;0.699895
4620;0.502824
4630;0.428168
4640;0.302142
4650;0.108642
4660;0.420832
4670;0.252241
4680;0.038893
4690;0.066862
4700;0.267541
4710;0.535819
4720;0.200354
4730;0.225164
4740;0.112279
4750;0.715138
4760;0.224659
4770;0.071418
4780;-0.150926
4790;0.055089
4800;0.226386
4810;-0.114053
4820;0.079430
4830;0.121124
4840;0.511545
4850;-0.261947
4860;-0.289951
4870;0.530782
4880;0.273039
4890;0.424555
4900;-0.007733
4910;0.351794
4920;0.224751
4930;0.383627
4940;0.486438
4950;-0.041409
4960;0.089233
4970;0.479313
4980;0.738929
4990;-0.321446
5000;0.131272
