lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
760.118,795.301,641.615,718.4580000000001,141.161,725.788,877.038,1031.221,956.673,1066.212,1188.712,901.49,740.212,687.163,723.615,734.144,1040.404,1304.856,1436.481,1087.106,859.25
760.246,801.022,647.356,724.1890000000001,152.14,739.058,882.24,1036.115,962.865,1068.779,1199.942,909.846,738.817,694.481,726.875,752.885,1047.471,1308.394,1440.721,1095.115,862.663
760.374,785.151,651.0,718.0754999999999,151.774,725.144,880.077,1018.192,964.106,1067.769,1194.519,909.337,748.692,692.173,735.683,749.663,1039.981,1304.76,1439.577,1090.808,864.99
760.502,781.71,643.49,712.6,149.591,729.635,872.25,1013.154,947.192,1067.423,1194.433,905.692,740.558,689.606,718.981,743.221,1037.529,1285.529,1431.067,1076.808,857.115
760.63,769.613,627.404,698.5085,136.774,712.519,854.337,1015.288,932.115,1038.635,1173.538,874.644,725.692,684.635,704.327,724.327,1010.087,1272.635,1414.981,1062.885,844.327
760.758,772.903,627.875,700.389,140.903,709.74,860.712,998.01,934.163,1044.779,1166.163,886.471,732.769,675.01,708.51,723.096,1011.692,1271.827,1412.173,1063.99,846.702
760.887,774.559,629.433,701.996,146.978,710.058,856.952,999.99,934.635,1039.279,1170.298,883.875,721.606,677.462,707.808,725.01,1015.462,1256.885,1398.24,1062.221,842.712
761.015,769.086,627.087,698.0865,146.226,711.346,857.029,988.308,923.596,1029.625,1160.788,878.346,722.125,678.856,704.49,720.837,1000.798,1247.471,1398.913,1046.663,837.529
761.143,772.527,634.192,703.3595,146.258,709.144,857.077,997.442,927.779,1036.327,1167.231,889.356,723.712,672.317,708.827,721.558,1000.442,1254.567,1397.913,1062.817,845.933
761.271,754.753,618.413,686.5830000000001,144.226,707.587,851.837,991.538,918.173,1018.865,1157.788,872.74,721.144,667.058,705.808,715.846,999.115,1242.481,1391.452,1045.337,839.25
761.399,757.892,619.856,688.874,139.613,705.596,840.538,977.442,905.49,1022.029,1154.798,868.558,710.221,660.01,695.462,713.769,979.981,1233.452,1381.019,1047.846,816.317
761.527,767.548,618.558,693.053,154.71,709.99,854.048,987.875,917.558,1018.865,1160.269,880.827,723.788,676.106,701.365,721.106,991.433,1240.029,1387.481,1055.096,832.894
761.655,759.011,628.837,693.924,153.849,707.596,853.644,978.635,914.817,1019.365,1159.596,876.529,729.894,676.365,701.99,722.587,990.769,1242.587,1384.731,1048.317,831.481
761.783,744.14,597.663,670.9014999999999,132.172,684.202,826.144,957.298,888.538,990.846,1127.625,852.26,705.163,646.394,680.808,693.404,961.865,1208.269,1361.183,1029.24,816.875
761.912,757.011,610.096,683.5535,141.774,693.106,827.269,960.279,893.163,988.471,1133.49,856.875,709.683,654.115,680.856,703.0,968.75,1221.058,1368.952,1019.327,814.288
762.04,762.806,621.385,692.0955,164.258,698.596,837.567,970.163,901.673,1005.106,1139.452,861.404,719.462,669.567,688.538,717.038,967.231,1210.837,1362.365,1039.644,819.442
762.168,733.581,601.76,667.6705,141.366,679.615,815.692,935.856,880.74,982.971,1121.952,854.837,689.462,644.49,672.5,690.75,947.827,1201.846,1347.519,1019.596,806.231
762.296,736.022,605.827,670.9245000000001,141.312,674.452,808.519,942.788,879.24,973.798,1115.135,837.904,693.192,638.74,671.327,684.673,950.26,1187.779,1339.577,1012.933,807.404
762.424,751.022,606.817,678.9195,158.183,689.865,822.683,947.567,884.471,980.154,1125.808,846.885,703.875,654.01,681.49,702.279,943.0,1188.567,1342.798,1023.365,804.981
762.552,739.28,606.346,672.813,146.226,690.567,820.779,953.135,876.385,974.058,1125.817,849.067,697.519,649.26,685.683,698.692,948.663,1185.221,1337.038,1014.192,804.058
762.68,732.237,582.692,657.4645,134.613,665.971,795.99,926.231,856.731,957.481,1096.933,828.538,680.221,627.856,656.846,676.933,934.846,1163.548,1313.308,984.5,785.76
762.808,752.215,604.654,678.4345000000001,165.097,690.385,820.058,938.0,879.885,973.846,1122.76,850.288,708.596,651.096,678.625,703.077,940.26,1189.317,1344.0,1014.558,811.837
762.937,733.43,597.173,665.3015,157.828,677.894,809.923,923.337,870.644,964.067,1103.346,838.163,683.721,638.24,669.462,679.942,931.481,1165.048,1320.971,995.942,798.01
763.065,723.409,591.212,657.3105,144.968,663.644,788.846,905.808,842.971,940.913,1089.635,819.875,670.231,624.625,653.731,670.452,907.596,1141.202,1299.923,988.346,781.048
763.193,724.624,583.087,653.8555,146.839,663.596,790.615,901.019,850.356,933.74,1094.5,821.837,676.288,630.952,652.577,676.365,903.625,1136.577,1303.385,994.144,769.548
763.321,719.645,585.144,652.3945,145.333,660.962,780.01,897.663,834.327,937.135,1078.125,815.798,671.413,617.635,650.923,672.346,901.423,1130.452,1296.471,984.029,775.375
763.449,705.516,581.49,643.5029999999999,144.86,655.692,782.683,894.846,834.654,924.192,1071.798,807.673,663.894,617.865,640.567,662.981,898.106,1120.788,1285.606,971.683,779.904
763.577,710.624,573.433,642.0285,136.677,642.788,770.163,887.135,821.548,921.404,1063.99,801.788,657.788,610.615,638.731,658.587,878.096,1101.933,1272.481,964.894,767.596
763.705,725.602,596.942,661.2719999999999,161.989,666.971,793.327,903.923,843.538,928.683,1083.99,822.125,669.654,631.837,668.779,676.029,914.692,1126.067,1292.269,979.385,785.99
763.833,712.957,581.019,646.988,156.43,664.288,782.298,888.702,832.279,927.183,1071.885,808.423,668.885,623.317,658.385,664.029,898.144,1122.519,1287.106,975.452,774.308
763.962,698.215,574.779,636.4970000000001,146.387,649.712,768.788,879.231,821.173,914.375,1073.971,801.827,656.337,610.058,640.817,649.51,872.558,1106.154,1275.0,953.933,761.788
764.09,698.538,569.577,634.0575,143.237,639.404,767.442,869.288,808.202,907.663,1057.654,797.644,656.327,606.76,637.846,650.202,873.894,1094.404,1260.846,959.279,756.731
764.218,698.086,570.144,634.115,147.269,639.904,758.019,869.654,811.048,906.548,1050.971,799.596,653.029,608.308,632.519,657.808,865.846,1087.635,1259.24,954.654,753.144
764.346,694.892,565.99,630.441,148.742,628.356,756.837,856.5,806.106,900.038,1041.471,787.548,650.548,606.423,633.548,647.192,859.788,1078.885,1252.269,942.577,747.029
764.474,700.441,570.212,635.3265,145.914,637.317,759.827,868.221,814.606,894.404,1046.125,797.183,648.587,605.779,632.115,651.548,863.337,1085.058,1262.288,950.683,748.51
764.602,680.742,569.106,624.924,140.161,635.779,752.096,854.558,802.317,890.971,1040.308,784.981,649.365,596.058,626.779,651.913,859.654,1074.087,1235.827,935.981,751.538
764.73,695.129,569.837,632.483,156.763,641.731,758.327,855.837,808.163,890.875,1044.125,797.962,649.269,601.317,625.663,640.163,845.981,1080.24,1243.865,937.923,751.077
764.858,692.172,561.933,627.0525,157.366,635.433,760.404,851.231,799.702,891.654,1027.721,787.981,651.183,599.038,626.558,641.942,852.673,1063.721,1229.731,946.375,755.538
764.987,686.118,565.692,625.905,152.613,634.721,753.683,847.5,794.298,873.865,1035.663,782.115,648.337,600.952,628.712,642.308,848.0,1060.683,1219.942,928.24,742.625
765.115,675.215,558.856,617.0355,147.344,628.769,748.971,833.692,791.538,871.356,1025.288,773.212,642.269,592.144,622.923,626.471,837.019,1057.933,1221.865,922.221,741.067
765.243,674.656,551.298,612.977,140.925,616.981,734.192,823.529,782.769,856.058,1015.5,767.029,629.654,577.548,605.865,622.288,827.692,1030.067,1210.538,912.538,727.644
765.371,676.677,555.74,616.2085,144.323,629.875,737.269,831.856,787.923,864.885,1021.038,774.413,631.971,586.538,614.173,634.317,832.962,1038.106,1209.288,924.952,725.471
765.499,664.591,548.163,606.377,141.011,612.115,724.25,822.481,770.558,854.712,1018.548,764.433,619.904,584.0,601.462,626.577,822.702,1037.731,1200.962,917.375,724.875
765.627,676.903,541.654,609.2785,145.946,613.731,731.779,823.673,772.048,860.365,1010.212,763.519,621.779,579.654,599.971,621.865,825.538,1035.529,1209.99,906.712,722.317
765.755,669.409,545.817,607.613,152.796,615.452,731.558,824.337,775.183,860.74,1010.51,758.788,627.962,584.365,602.788,617.173,809.827,1028.106,1199.212,913.029,730.087
765.883,676.258,547.894,612.076,153.129,614.269,722.596,813.087,769.99,848.933,1014.019,757.538,624.413,579.692,607.683,619.135,813.923,1019.029,1184.971,909.202,717.692
766.012,666.527,549.144,607.8355,148.355,610.529,730.038,811.471,759.346,846.423,1006.933,756.942,620.288,575.423,601.74,613.077,806.51,1006.625,1185.596,901.481,712.413
766.14,656.344,539.596,597.97,141.011,604.144,718.712,805.99,755.038,834.808,998.279,746.74,616.51,569.385,594.913,612.875,803.26,1002.808,1180.587,894.317,711.356
766.268,655.753,539.481,597.617,142.914,606.173,720.933,795.115,749.923,827.519,993.058,747.067,607.288,567.048,591.077,601.837,790.288,998.76,1184.981,891.875,707.394
766.396,653.387,534.404,593.8955,147.796,608.865,725.577,796.721,746.298,827.183,996.288,749.25,614.913,574.385,593.029,609.923,798.471,995.49,1169.769,895.154,711.808
766.524,655.667,538.01,596.8385000000001,154.871,606.769,712.625,799.952,751.144,836.269,988.288,749.846,613.087,575.644,595.346,606.837,797.317,992.452,1174.192,905.144,723.635
766.652,648.828,523.99,586.409,150.376,594.817,700.365,788.76,735.885,818.317,979.606,736.596,600.5,558.577,588.038,598.115,782.962,975.308,1153.096,881.154,704.269
766.78,645.043,524.894,584.9685,149.602,601.913,705.558,793.644,735.913,824.212,977.702,734.327,611.058,561.087,591.837,597.163,784.779,979.731,1155.279,885.731,702.433
766.908,657.129,535.558,596.3435,151.699,600.913,705.904,780.817,735.25,820.135,978.192,741.51,608.558,560.106,591.798,599.913,783.731,980.702,1162.74,884.404,703.635
767.037,662.935,545.394,604.1645,162.989,607.962,714.923,799.106,755.875,827.077,989.029,751.606,624.817,577.26,602.644,607.144,792.317,983.913,1170.548,897.077,718.096
767.165,639.677,527.644,583.6605,148.839,592.183,702.904,778.644,736.596,811.385,970.548,732.231,604.692,558.788,586.471,595.577,773.24,962.26,1149.827,872.567,700.481
767.293,649.161,527.692,588.4265,155.194,592.01,705.788,777.635,738.673,810.865,974.894,733.212,603.279,564.99,583.125,596.317,767.663,967.163,1147.558,876.356,696.231
767.421,642.484,528.673,585.5785000000001,151.946,591.875,702.221,772.135,735.471,810.01,971.846,739.163,612.702,557.894,578.433,596.0,773.067,965.99,1151.769,871.904,697.221
767.549,630.742,518.423,574.5825,145.462,578.923,685.817,760.49,716.481,798.837,949.577,721.856,590.26,537.913,570.817,578.038,753.615,935.837,1121.212,855.625,676.106
767.677,651.667,538.519,595.0930000000001,162.409,606.029,709.5,783.49,741.615,814.904,978.202,741.885,612.452,568.058,592.587,604.327,773.721,971.567,1150.115,884.856,705.115
767.805,626.355,519.308,572.8315,146.892,573.712,684.519,758.596,720.894,788.135,953.096,717.625,592.183,546.019,567.962,582.433,750.279,939.837,1138.577,857.558,680.712
767.933,633.71,516.337,575.0235,151.462,576.933,685.413,767.346,717.99,794.538,955.692,730.798,592.471,547.49,572.856,579.481,756.346,944.587,1136.231,863.25,680.365
768.062,622.892,512.279,567.5855,141.011,566.135,670.163,744.423,703.923,782.279,944.692,718.827,584.25,537.587,559.779,576.942,738.933,934.923,1117.308,852.5,670.144
768.19,620.516,503.952,562.2339999999999,144.452,575.817,672.327,743.635,707.154,780.029,943.058,713.288,586.827,533.538,557.856,572.077,740.933,925.76,1114.471,844.183,672.067
768.318,617.323,510.904,564.1134999999999,140.366,571.144,670.279,744.452,701.375,775.26,947.827,716.087,578.298,539.798,561.25,572.76,734.269,927.212,1119.26,853.606,670.25
768.446,612.452,502.837,557.6445,145.108,564.298,672.769,742.49,692.212,773.471,938.106,709.885,578.663,532.827,554.952,566.683,729.798,911.038,1104.26,837.183,661.404
768.574,604.667,495.115,549.8910000000001,141.925,559.183,667.231,734.663,695.183,760.317,938.135,701.029,573.462,524.327,548.0,564.808,729.019,917.26,1094.894,832.144,656.038
768.702,616.398,508.279,562.3385000000001,144.462,564.904,673.183,733.077,692.01,775.317,947.183,707.567,583.212,534.125,557.394,567.875,726.385,914.394,1107.587,847.76,667.202
768.83,606.667,506.5,556.5835,145.226,564.01,667.788,734.212,693.048,768.635,939.048,702.625,584.019,531.779,552.144,561.596,724.548,913.587,1100.596,835.913,662.125
768.958,602.602,501.615,552.1085,142.43,557.029,655.404,726.712,682.933,761.462,929.51,701.587,573.24,525.481,547.25,559.452,712.962,897.74,1083.923,831.663,655.356
769.087,605.72,505.442,555.581,149.602,562.365,672.923,731.413,696.721,770.356,933.654,707.019,574.846,534.548,556.471,568.827,728.231,913.385,1100.308,839.558,671.019
769.215,606.344,503.904,555.124,152.054,559.769,657.365,725.365,681.875,754.981,924.346,695.654,571.298,525.49,544.481,559.192,716.894,892.0,1084.846,830.952,653.106
769.343,603.849,497.01,550.4295,151.409,555.337,654.115,726.279,678.529,758.0,922.942,697.856,571.183,526.913,549.933,557.577,716.952,887.798,1083.49,822.702,658.01
769.471,607.989,502.375,555.182,149.839,566.837,664.375,726.635,689.654,768.865,932.481,696.75,581.0,530.173,549.615,570.038,722.923,900.192,1096.635,833.558,667.221
769.599,598.731,494.154,546.4425,143.634,559.471,654.827,717.548,681.019,749.721,930.471,698.144,565.404,519.308,543.74,553.529,702.519,885.529,1087.01,817.894,644.798
769.727,591.462,493.913,542.6875,137.753,547.913,652.212,715.933,665.663,747.24,924.904,692.202,565.51,517.856,539.731,554.356,700.712,878.346,1077.519,816.558,650.115
769.855,583.699,481.577,532.6379999999999,141.086,543.096,641.76,707.837,667.327,733.846,903.587,679.596,554.183,508.337,531.115,544.548,693.625,873.971,1066.846,813.346,641.75
769.983,624.763,514.135,569.4490000000001,171.484,577.462,672.029,734.683,698.625,762.99,939.019,716.26,588.529,539.231,565.962,570.106,721.971,896.635,1096.779,838.663,670.635
770.112,592.333,487.356,539.8444999999999,146.484,540.163,639.635,703.356,664.317,731.837,906.913,682.827,557.365,506.25,538.981,545.038,689.337,870.788,1065.423,807.904,639.173
770.24,580.989,480.51,530.7495,137.957,536.49,632.394,690.875,654.144,723.51,898.702,670.317,555.462,505.154,526.904,539.462,680.702,853.173,1064.26,795.452,634.865
770.368,581.667,476.0,528.8335,141.312,533.125,633.01,686.288,654.462,729.279,898.346,674.481,549.894,500.433,519.462,538.154,685.413,843.125,1056.933,795.135,623.808
770.496,573.527,477.625,525.576,138.774,533.394,628.5,686.231,650.192,721.567,893.74,672.25,546.798,496.654,521.327,527.769,676.942,836.058,1049.913,795.433,628.077
770.624,581.785,480.865,531.325,148.161,539.587,636.202,690.548,652.346,730.712,897.404,675.212,554.5,507.519,530.25,543.894,684.26,854.269,1058.837,802.654,638.827
770.752,568.075,472.827,520.451,138.817,531.712,626.663,679.25,638.769,710.231,890.952,667.115,540.202,495.846,515.481,529.76,670.135,844.087,1041.346,787.048,627.827
770.88,585.57,483.615,534.5925,150.28,535.904,634.558,689.5,654.875,721.519,908.5,686.327,555.558,505.356,524.394,541.817,677.019,847.683,1053.24,802.346,636.202
771.008,568.484,467.798,518.1410000000001,140.796,527.558,622.087,679.087,642.606,709.24,887.337,661.75,550.654,494.058,517.048,523.74,668.952,836.308,1043.865,779.51,622.038
771.137,572.29,467.846,520.068,136.968,529.817,606.875,667.558,637.192,700.923,891.163,666.25,540.26,486.875,514.183,521.74,658.865,832.212,1038.865,788.75,619.519
771.265,559.409,455.788,507.5985,135.892,515.365,610.471,663.606,625.74,697.231,879.413,657.538,536.029,482.692,507.413,519.606,661.231,820.846,1018.471,774.096,612.692
771.393,556.097,458.327,507.212,135.495,516.212,604.952,659.702,620.663,696.356,871.952,652.481,527.865,484.635,504.067,509.779,651.99,816.087,1016.856,763.279,608.048
771.521,564.323,465.0,514.6614999999999,134.28,514.163,605.558,671.702,623.596,700.24,882.808,663.106,541.981,484.25,505.923,513.221,661.106,817.731,1031.308,778.567,610.808
771.649,573.28,473.673,523.4765,151.484,528.75,622.519,676.394,631.385,701.962,888.202,663.356,543.635,495.644,515.673,527.712,661.529,826.952,1025.279,783.817,625.308
771.777,599.763,493.692,546.7275,181.194,555.24,642.971,693.202,654.673,720.827,909.577,690.933,567.827,515.817,544.644,547.798,693.192,841.74,1051.558,799.538,640.673
771.905,627.022,512.558,569.79,201.57,566.183,660.827,712.154,673.067,739.317,922.942,706.654,588.365,536.269,557.26,566.76,692.279,854.875,1070.173,811.385,665.904
772.033,597.667,496.067,546.867,181.495,549.615,642.596,693.163,656.029,720.913,907.894,684.038,564.904,516.106,533.385,544.769,678.808,839.577,1053.894,797.096,644.144
772.162,552.925,452.567,502.746,131.312,506.519,593.962,646.567,614.365,680.885,863.192,649.49,522.692,470.481,488.99,499.74,629.904,798.404,1005.615,756.077,604.135
772.29,550.828,457.808,504.318,138.968,514.25,593.154,648.452,616.058,684.548,871.0,647.231,528.875,472.577,501.288,510.846,636.76,792.25,1005.702,757.538,602.346
772.418,555.215,458.846,507.0305,142.441,515.75,605.625,654.288,613.452,685.817,872.49,645.404,529.942,481.481,503.058,512.135,641.279,803.952,1006.279,759.635,608.654
772.546,550.14,453.942,502.041,137.86,508.702,589.606,636.212,614.721,673.558,855.596,647.192,522.577,466.212,496.837,500.394,626.183,787.875,991.596,755.26,603.442
772.674,549.129,453.933,501.531,141.258,507.096,597.327,642.731,608.942,676.99,859.74,641.317,525.923,475.202,492.298,502.913,639.0,790.798,995.115,754.173,599.846
772.802,541.441,445.01,493.2255,136.247,503.827,589.269,634.26,597.404,663.317,851.221,632.788,519.673,468.125,487.452,494.769,622.769,787.375,996.721,748.269,589.529
772.93,547.806,458.423,503.1145,140.742,511.606,592.096,636.865,606.76,666.269,855.423,645.5,530.74,470.654,496.163,503.183,625.365,787.529,992.5,754.529,593.817
773.058,539.903,447.788,493.8455,136.624,502.26,594.375,627.337,600.962,666.202,852.298,638.288,522.154,469.298,489.808,493.538,623.817,770.712,993.74,740.981,593.606
773.187,540.656,448.413,494.5345,139.774,503.663,582.413,629.548,602.913,664.587,854.356,629.308,522.433,470.615,486.731,500.952,617.346,775.106,987.462,739.596,587.538
773.315,532.43,438.144,485.287,133.645,492.913,584.74,621.596,592.625,659.212,847.654,628.029,511.673,459.683,481.394,486.923,604.096,770.538,979.212,740.654,580.269
773.443,546.022,440.75,493.386,139.172,498.75,584.635,627.904,595.202,657.962,850.404,637.904,515.731,458.212,482.288,497.663,614.817,780.067,981.135,740.885,591.808
773.571,539.29,439.808,489.549,139.624,496.75,580.663,627.144,591.356,663.904,844.279,626.154,521.019,463.865,484.548,497.154,619.558,771.856,981.644,750.019,579.933
773.699,530.054,435.529,482.7915,131.215,491.827,572.904,617.413,590.827,650.019,833.75,628.337,507.471,458.356,474.423,490.587,607.596,759.875,975.49,730.654,578.404
773.827,540.71,448.096,494.403,147.323,502.385,585.519,628.038,596.567,659.827,847.163,628.529,518.644,471.154,490.154,495.067,618.394,762.548,982.827,746.317,589.981
773.955,553.344,456.942,505.14300000000003,154.344,510.385,587.808,632.135,607.692,664.442,853.029,647.769,529.817,470.654,500.202,496.192,626.356,780.25,993.308,745.625,600.423
774.083,542.269,448.038,495.1535,140.742,496.875,575.731,619.327,588.885,660.135,842.375,636.615,514.779,463.587,479.952,492.817,602.712,755.202,981.471,738.962,580.538
774.212,525.839,429.385,477.612,137.398,489.163,569.471,609.558,577.212,634.529,832.471,612.635,501.577,452.731,467.788,477.827,593.327,745.76,953.269,719.923,576.385
774.34,524.419,435.558,479.9885,139.237,490.529,569.048,606.913,580.144,643.702,832.913,624.462,503.971,448.375,469.481,481.317,595.058,754.596,957.731,729.125,573.76
774.468,519.312,428.885,474.0985,138.699,478.913,561.587,599.808,569.356,638.337,820.981,619.288,509.962,447.356,469.125,476.125,592.471,738.077,943.154,713.385,570.683
774.596,524.957,436.365,480.661,140.925,480.096,566.798,598.462,578.692,632.5,827.596,612.837,507.212,452.269,464.519,471.106,594.173,745.0,950.587,720.875,568.827
774.724,529.699,435.923,482.811,143.731,483.856,570.885,608.096,577.135,638.288,831.01,627.163,510.529,457.558,479.538,479.462,595.163,748.577,965.067,730.76,572.481
774.852,525.892,437.721,481.8065,147.226,486.01,577.202,607.981,581.192,647.279,834.837,628.462,509.827,453.202,471.51,482.731,599.788,747.087,953.654,720.798,576.25
774.98,515.441,424.654,470.0475,135.398,479.029,565.462,599.173,576.106,628.558,823.49,613.942,501.462,448.913,461.356,468.904,578.163,727.596,945.404,708.327,564.731
775.108,509.785,421.817,465.80100000000004,133.667,478.433,553.058,586.029,564.519,620.221,820.317,610.0,502.288,444.663,458.769,466.933,578.192,721.058,937.817,714.067,557.096
775.237,511.731,413.615,462.673,132.753,470.894,545.683,594.221,554.692,617.423,813.135,605.692,491.231,436.99,453.769,459.269,575.981,713.067,939.192,699.971,547.462
775.365,509.301,419.096,464.19849999999997,134.559,473.346,553.346,587.51,557.587,617.413,812.077,603.26,491.048,440.654,453.462,464.856,576.798,718.837,923.279,699.125,558.404
775.493,514.355,428.587,471.471,138.151,468.048,549.923,593.154,560.865,627.817,810.183,616.096,495.817,441.173,453.808,472.0,581.048,728.567,938.269,708.106,553.144
775.621,503.333,417.25,460.29150000000004,133.376,469.962,546.288,581.567,554.683,609.202,805.317,596.712,490.74,432.625,444.663,459.702,567.5,716.971,924.933,696.712,551.788
775.749,502.516,424.481,463.49850000000004,139.043,475.058,550.404,582.894,556.067,620.308,818.567,606.808,497.0,434.317,452.721,464.971,575.404,713.404,941.212,703.019,554.692
775.877,515.796,421.519,468.6575,143.968,468.952,556.183,591.769,562.683,621.827,814.26,606.577,495.933,437.885,457.01,469.721,571.529,727.913,936.346,712.394,558.971
776.005,513.753,419.413,466.583,141.065,474.385,548.875,586.51,557.163,620.5,815.827,606.048,489.163,435.0,452.058,466.077,567.49,716.231,933.712,709.721,548.817
776.133,494.323,414.74,454.5315,133.043,463.692,540.673,576.5,545.99,609.923,800.135,598.135,480.481,430.952,442.192,453.192,557.529,700.481,919.51,695.115,543.5
776.262,498.398,405.192,451.795,138.925,468.298,542.558,573.683,546.904,606.663,803.817,595.115,494.077,432.106,443.269,451.952,557.0,699.587,920.606,694.971,548.481
776.39,503.022,406.106,454.56399999999996,135.742,464.183,537.74,573.375,546.894,608.365,803.173,593.856,484.663,423.288,444.721,452.933,555.904,697.231,909.212,695.75,543.279
776.518,494.387,402.279,448.33299999999997,129.247,449.798,530.692,560.548,537.115,594.567,797.577,583.856,480.385,424.99,436.788,444.442,552.481,689.567,905.856,676.894,536.577
776.646,501.86,409.577,455.7185,142.161,465.635,528.067,564.663,549.346,603.76,799.99,595.298,483.01,426.865,445.269,454.115,555.567,694.135,913.327,690.067,545.635
776.774,496.935,415.26,456.09749999999997,135.376,459.481,535.115,568.058,536.125,596.26,788.375,590.519,475.615,426.106,443.308,446.856,543.606,691.279,912.144,686.038,540.683
776.902,487.43,401.096,444.26300000000003,136.57,447.221,523.75,559.962,533.423,591.731,787.346,584.798,475.279,415.462,437.279,447.827,544.769,681.75,897.067,677.24,534.635
777.03,485.935,399.558,442.74649999999997,130.172,447.817,526.702,548.654,534.269,583.433,789.885,581.077,471.74,415.048,436.942,443.808,540.712,674.99,900.192,672.712,527.635
777.158,491.72,396.567,444.1435,131.774,449.731,528.423,561.817,533.058,583.087,784.952,586.337,471.817,416.827,437.375,440.327,543.74,675.635,894.01,677.817,533.808
777.287,501.495,411.942,456.7185,139.473,461.808,535.077,567.49,543.202,595.365,802.26,602.135,483.356,426.788,443.365,453.663,553.279,690.01,902.846,685.144,539.346
777.415,479.968,402.26,441.11400000000003,129.215,444.462,517.423,547.173,527.692,580.712,787.577,581.337,471.212,411.74,429.163,433.644,535.433,673.798,895.798,661.981,526.442
777.543,480.495,402.365,441.43,133.355,452.26,525.212,557.423,527.558,587.962,787.096,578.115,480.163,420.471,434.952,441.317,541.837,671.808,894.76,668.933,529.442
777.671,486.075,405.462,445.7685,138.699,447.635,521.827,552.029,528.875,581.154,783.212,590.125,472.51,418.096,431.471,447.577,539.74,674.558,890.317,665.038,530.019
777.799,485.613,396.096,440.85450000000003,138.29,451.087,522.663,549.115,518.25,577.327,774.173,585.625,479.26,408.74,430.606,436.644,533.308,666.308,886.067,658.837,526.24
777.927,491.656,401.029,446.3425,138.849,444.433,514.808,546.212,518.962,578.548,779.404,579.51,470.0,414.856,433.769,438.308,532.798,661.779,892.625,667.808,528.452
778.055,487.151,399.24,443.19550000000004,137.957,449.365,517.365,548.375,521.846,578.712,778.923,582.51,472.808,416.875,433.75,435.135,526.452,661.019,886.442,667.135,531.885
778.183,480.441,390.404,435.4225,131.108,436.087,509.904,541.769,513.269,567.442,771.971,573.846,460.173,406.317,420.923,428.644,519.75,655.731,874.038,661.606,521.779
778.312,478.258,389.115,433.6865,131.054,436.462,505.817,542.375,518.452,570.481,766.0,571.394,461.712,411.788,420.837,424.51,521.24,649.029,871.202,654.163,519.375
778.44,478.043,393.606,435.8245,130.022,441.433,507.606,535.827,511.981,562.51,764.558,576.76,464.144,406.721,427.452,426.452,526.394,643.115,866.827,662.125,514.952
778.568,494.473,403.231,448.852,150.527,464.231,523.183,554.538,525.74,578.442,782.394,585.865,479.971,421.75,436.26,448.337,540.865,660.808,891.308,673.74,533.808
778.696,478.667,397.894,438.28049999999996,130.742,442.798,515.721,543.327,522.596,568.817,771.558,576.202,472.125,409.346,425.462,438.404,526.067,658.048,878.808,659.587,525.5
778.824,478.495,393.817,436.156,135.387,445.769,514.077,538.192,516.462,570.933,775.452,577.49,470.971,411.048,422.538,429.538,518.942,647.635,873.038,659.731,518.058
778.952,478.495,397.077,437.786,136.785,440.769,511.279,534.971,514.962,565.865,772.721,579.817,473.433,408.029,422.096,430.923,520.75,648.0,867.087,657.135,516.99
779.08,469.903,389.529,429.716,139.054,438.683,505.24,527.298,507.808,553.192,758.721,566.981,460.163,403.779,420.26,428.327,512.51,638.288,863.221,648.212,514.356
779.208,475.226,380.798,428.012,134.43,431.962,505.058,524.904,507.894,556.529,758.635,561.51,461.673,396.971,416.019,419.385,515.529,641.01,865.712,646.192,512.394
779.337,467.118,390.712,428.91499999999996,135.796,438.048,506.49,525.817,512.433,553.125,760.567,561.971,461.721,398.913,422.635,421.231,504.731,632.077,854.885,653.74,509.346
779.465,482.591,395.058,438.8245,144.602,444.0,508.423,533.99,513.125,558.413,755.75,572.644,467.279,407.462,418.99,426.894,519.606,639.846,861.115,650.981,515.125
779.593,465.656,379.74,422.698,135.591,430.173,494.01,514.029,497.913,547.125,755.798,558.606,454.894,395.942,414.49,420.683,500.288,623.808,846.192,633.308,505.548
779.721,465.57,385.5,425.53499999999997,142.72,431.394,500.356,523.798,506.538,555.048,752.058,566.567,460.125,399.596,419.096,422.875,507.548,632.404,852.163,643.865,507.154
779.849,460.806,387.24,424.023,137.011,435.683,492.942,520.788,500.875,549.923,748.394,567.683,455.0,399.933,407.558,414.144,505.865,622.462,838.712,641.221,503.423
779.977,463.688,383.327,423.5075,135.656,432.173,495.01,520.269,492.433,546.548,750.154,561.173,456.202,391.019,410.183,415.404,500.375,615.471,844.25,630.298,503.663
780.105,460.14,384.452,422.296,136.817,431.865,494.058,514.375,498.019,540.433,745.625,562.019,453.202,392.923,405.317,416.971,497.087,618.298,839.692,632.077,497.106
780.233,465.559,385.577,425.568,139.0,425.615,498.346,522.923,494.394,547.471,746.163,561.817,456.865,395.26,408.308,411.769,496.481,618.837,844.115,633.587,499.202
780.362,459.688,378.933,419.3105,141.237,432.106,495.115,513.702,486.442,542.077,744.471,558.327,450.317,392.519,411.471,410.885,492.038,612.76,833.212,628.49,492.817
