lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
602.524,11306.677,9538.654,10422.6655,148.763,10431.231,21099.327,23280.375,14537.51,10176.385,11095.231,12776.644,11780.904,11779.481,11021.087,9891.154,13855.587,10219.327,11517.462,10842.067,10983.99
602.652,11333.387,9621.183,10477.285,141.667,10495.567,21222.49,23361.538,14582.923,10279.625,11175.125,12887.625,11841.75,11883.558,11122.663,9992.481,13937.663,10343.49,11572.077,10955.192,11074.49
602.78,11310.806,9632.125,10471.4655,138.462,10511.567,21198.317,23365.115,14576.971,10251.413,11162.067,12896.558,11844.779,11861.317,11122.356,9983.481,13971.865,10340.173,11550.337,10914.885,11068.01
602.908,11349.86,9647.067,10498.4635,140.237,10517.615,21292.115,23377.702,14634.952,10285.846,11190.75,12908.962,11852.019,11899.548,11104.433,9961.865,13968.375,10338.971,11595.115,10972.154,11085.404
603.037,11425.441,9686.587,10556.014,152.785,10583.038,21374.404,23442.385,14715.673,10345.269,11239.615,12950.798,11935.923,11954.865,11200.269,10060.029,14017.885,10428.808,11652.942,11033.538,11120.087
603.165,11441.398,9672.192,10556.794999999998,138.032,10572.837,21388.096,23444.317,14705.212,10338.942,11230.904,12990.837,11936.74,11945.663,11188.51,10045.115,14039.308,10430.452,11587.51,11033.817,11152.365
603.293,11413.215,9680.798,10547.0065,138.796,10590.26,21409.404,23397.231,14769.712,10366.173,11257.135,13014.356,11965.798,11985.144,11226.856,10060.202,14029.865,10408.481,11650.529,11027.452,11141.346
603.421,11468.602,9726.721,10597.6615,163.387,10598.106,21493.298,23439.606,14790.096,10410.577,11277.077,13051.606,12013.433,12056.837,11243.856,10073.25,14057.635,10436.962,11646.423,11099.519,11198.615
603.549,11462.516,9726.942,10594.729,146.602,10558.875,21545.51,23510.635,14808.567,10417.096,11304.288,13066.106,12009.25,12024.942,11261.635,10095.558,14141.404,10448.885,11684.933,11135.519,11203.731
603.677,11460.527,9787.798,10624.1625,156.011,10655.5,21591.385,23499.029,14908.702,10458.654,11376.49,13105.875,12054.404,12093.394,11319.894,10120.942,14124.327,10487.462,11737.106,11147.663,11243.663
603.805,11481.011,9780.404,10630.7075,133.968,10626.067,21646.635,23574.346,14890.163,10461.942,11387.135,13142.24,12087.625,12123.962,11333.606,10133.404,14170.933,10488.538,11694.721,11149.644,11258.779
603.933,11502.581,9798.26,10650.4205,143.645,10659.971,21726.779,23601.231,14935.779,10501.212,11390.298,13174.413,12091.577,12118.817,11379.144,10139.202,14180.74,10547.423,11748.904,11176.24,11312.673
604.062,11538.871,9850.202,10694.536499999998,143.204,10732.904,21781.731,23706.269,15044.567,10581.269,11460.115,13255.192,12189.077,12191.875,11451.24,10234.327,14247.538,10581.692,11815.942,11270.346,11342.596
604.19,11616.398,9902.433,10759.4155,143.892,10762.481,21859.038,23738.356,15110.99,10600.75,11494.837,13328.442,12220.135,12235.673,11503.067,10290.24,14328.865,10646.183,11858.808,11289.25,11418.981
604.318,11629.129,9914.125,10771.627,139.882,10773.269,21880.596,23801.75,15142.327,10625.375,11527.25,13333.846,12237.01,12317.481,11500.615,10278.99,14343.606,10655.635,11901.144,11289.26,11425.529
604.446,11606.581,9883.981,10745.280999999999,135.645,10760.567,21953.788,23748.788,15134.837,10608.481,11519.769,13314.202,12190.317,12221.452,11522.212,10237.962,14292.904,10627.933,11818.048,11281.538,11397.51
604.574,11665.667,9931.183,10798.425,148.29,10839.154,21978.712,23782.798,15277.144,10692.385,11578.779,13406.471,12301.423,12359.269,11588.231,10350.288,14381.269,10739.279,11961.5,11370.712,11518.433
604.702,11715.602,10020.356,10867.979,134.699,10848.394,21994.779,23847.202,15298.769,10720.346,11638.933,13453.904,12370.644,12408.279,11649.846,10341.721,14411.49,10774.01,11986.827,11384.827,11532.385
604.83,11649.323,9944.087,10796.705,139.645,10790.769,22034.048,23920.26,15273.077,10682.163,11599.558,13433.596,12315.529,12364.019,11596.029,10338.75,14407.615,10678.625,11914.029,11381.577,11490.0
604.958,11681.86,9985.74,10833.8,136.946,10809.721,22046.885,23891.106,15333.231,10735.769,11648.385,13481.01,12361.529,12390.433,11647.49,10377.904,14442.702,10744.067,11987.212,11409.038,11513.308
605.087,11745.376,10008.125,10876.7505,145.0,10894.231,22144.087,23990.0,15429.087,10803.981,11708.183,13540.923,12460.077,12462.808,11731.587,10420.75,14527.404,10798.962,12010.692,11455.625,11623.183
605.215,11753.043,10072.654,10912.8485,140.527,10903.115,22217.106,24079.51,15553.654,10870.885,11769.346,13622.481,12512.375,12539.394,11767.971,10490.837,14557.221,10854.5,12078.0,11552.125,11635.827
605.343,11890.903,10197.606,11044.2545,159.108,11016.558,22305.548,24124.317,15575.019,10945.99,11872.125,13698.49,12567.404,12590.721,11867.298,10576.913,14676.75,10936.99,12155.173,11607.269,11759.135
605.471,11875.226,10149.394,11012.310000000001,153.645,11002.587,22288.981,24059.163,15602.058,10943.587,11881.49,13677.087,12543.087,12578.837,11841.519,10518.087,14622.452,10915.875,12118.279,11600.538,11701.529
605.599,11870.183,10160.692,11015.4375,140.323,10983.587,22295.356,24049.952,15650.558,10927.298,11797.452,13672.913,12547.346,12587.49,11842.442,10529.865,14635.933,10913.615,12113.769,11591.721,11724.51
605.727,11976.237,10258.317,11117.276999999998,146.054,11086.856,22481.288,24153.962,15775.337,11060.885,11917.769,13779.635,12693.375,12673.327,11964.837,10628.221,14770.067,10997.558,12236.183,11706.471,11807.452
605.855,11923.828,10223.269,11073.5485,143.86,11054.423,22430.202,24196.346,15711.721,11018.577,11908.952,13755.337,12582.433,12695.317,11958.798,10626.231,14700.106,10973.971,12180.875,11647.163,11820.712
605.983,11961.892,10243.683,11102.7875,154.71,11086.462,22481.096,24238.442,15815.173,11076.894,11959.663,13824.981,12698.433,12707.731,11999.038,10660.654,14754.788,11020.596,12245.029,11730.567,11829.365
606.112,12007.376,10278.394,11142.885,151.699,11122.24,22519.288,24265.413,15842.346,11097.423,12000.01,13843.048,12710.288,12773.327,12040.26,10679.183,14761.808,11063.365,12262.654,11757.769,11868.471
606.24,12026.57,10277.385,11151.9775,137.258,11142.192,22535.683,24265.644,15815.25,11098.808,12011.99,13864.596,12710.933,12772.327,12045.683,10670.577,14765.231,11042.317,12262.894,11755.519,11897.327
606.368,12005.946,10296.029,11150.9875,139.505,11152.462,22547.221,24301.192,15870.952,11133.894,12023.317,13901.808,12729.202,12771.096,12104.673,10670.654,14804.721,11055.548,12225.817,11783.74,11907.644
606.496,11987.473,10270.779,11129.126,146.581,11088.298,22562.769,24260.49,15914.327,11126.558,12006.885,13894.606,12723.904,12759.596,12036.875,10676.837,14796.548,11051.51,12251.029,11756.029,11865.202
606.624,12105.022,10319.183,11212.1025,139.387,11225.606,22696.038,24440.471,16007.894,11244.048,12122.221,13962.212,12833.481,12851.615,12176.683,10789.154,14867.231,11131.76,12350.346,11842.433,11968.865
606.752,12027.796,10305.269,11166.532500000001,136.538,11156.202,22649.26,24348.923,15976.317,11172.144,12083.769,13902.452,12821.067,12795.0,12127.394,10702.327,14829.067,11087.327,12260.433,11799.558,11934.981
606.88,12112.849,10356.558,11234.7035,140.409,11230.856,22686.077,24377.519,16080.356,11249.577,12147.538,13984.25,12855.385,12855.856,12223.663,10788.548,14906.183,11184.538,12351.596,11881.885,11987.558
607.008,12070.301,10334.106,11202.2035,135.978,11179.115,22721.49,24451.452,16079.558,11232.038,12105.808,13998.75,12824.423,12833.317,12191.721,10763.538,14867.154,11149.375,12302.779,11824.192,11977.279
607.137,12080.258,10333.01,11206.634,150.194,11168.779,22685.904,24469.433,16096.683,11213.865,12121.981,14013.288,12830.433,12864.144,12178.788,10737.25,14867.144,11108.587,12285.779,11795.356,11964.298
607.265,12203.323,10411.952,11307.6375,141.581,11327.558,22731.913,24473.913,16165.51,11341.837,12247.385,14050.192,12956.452,12970.365,12313.058,10878.375,14980.356,11253.808,12404.596,11948.663,12083.779
607.393,12151.688,10385.76,11268.724,143.624,11259.894,22742.827,24537.635,16159.923,11316.769,12173.721,14059.962,12884.721,12904.615,12274.808,10812.923,14898.202,11183.01,12391.817,11898.394,12036.048
607.521,12231.29,10452.202,11341.746,153.0,11365.279,22821.606,24575.712,16260.087,11422.163,12286.413,14108.827,12974.038,12986.144,12317.356,10889.01,14966.875,11275.327,12427.413,11968.99,12104.952
607.649,12147.591,10380.788,11264.1895,153.71,11218.192,22727.875,24534.846,16246.433,11315.125,12227.952,14064.904,12892.635,12901.471,12262.846,10844.558,14884.481,11175.683,12341.048,11903.462,12021.587
607.777,12171.075,10373.721,11272.398000000001,139.473,11286.788,22719.327,24424.99,16242.144,11368.529,12212.846,14080.125,12916.817,12926.327,12285.317,10833.529,14910.952,11183.096,12339.029,11922.192,12035.808
607.905,12179.043,10400.683,11289.863000000001,145.688,11305.404,22753.077,24552.981,16291.048,11381.51,12235.74,14083.856,12937.846,12962.596,12329.212,10850.952,14926.76,11224.413,12374.077,11970.404,12056.663
608.033,12157.548,10334.904,11246.226,138.753,11237.5,22711.173,24545.058,16244.365,11306.337,12199.231,14054.308,12914.788,12916.769,12320.077,10795.808,14867.471,11178.885,12326.231,11924.067,12012.673
608.162,12149.882,10385.837,11267.859499999999,143.656,11263.192,22694.212,24510.635,16282.24,11382.337,12224.106,14052.115,12927.644,12923.471,12338.702,10844.817,14885.933,11217.144,12351.269,11925.26,12045.212
608.29,12166.301,10399.135,11282.718,147.118,11270.567,22707.702,24557.385,16258.5,11332.837,12190.577,14054.692,12917.548,12898.269,12286.913,10827.798,14866.644,11208.913,12323.875,11918.644,12043.837
608.418,12245.925,10502.462,11374.1935,146.312,11382.913,22818.087,24635.683,16375.769,11505.769,12305.337,14161.606,13006.837,13056.952,12447.337,10910.933,14970.538,11300.25,12419.173,12021.202,12140.712
608.546,12180.075,10454.058,11317.0665,150.043,11316.125,22745.933,24617.087,16364.192,11459.558,12299.971,14182.596,12975.548,12988.529,12372.308,10902.25,14955.606,11258.654,12367.673,11983.74,12107.692
608.674,12214.194,10431.721,11322.9575,140.194,11326.25,22789.308,24621.433,16389.0,11488.221,12326.74,14158.404,13009.538,13020.837,12447.808,10900.663,14963.865,11331.462,12384.817,12026.567,12140.26
608.802,12139.28,10363.019,11251.1495,141.215,11275.923,22725.404,24571.01,16346.125,11390.702,12242.856,14084.26,12919.625,12919.365,12343.183,10841.462,14868.663,11209.51,12344.519,11916.731,12047.981
608.93,12167.247,10403.635,11285.440999999999,141.892,11276.337,22713.385,24591.625,16359.317,11413.202,12265.183,14107.327,12936.471,12959.663,12373.49,10835.471,14884.327,11208.183,12309.587,11949.058,12059.865
609.058,12153.387,10328.01,11240.6985,134.505,11238.442,22671.654,24593.058,16372.5,11385.673,12209.615,14049.019,12862.183,12865.221,12324.337,10801.644,14827.846,11170.731,12284.519,11907.413,12045.058
609.187,12138.559,10344.471,11241.515,140.71,11250.135,22680.212,24596.288,16376.875,11384.606,12215.173,14101.529,12916.644,12921.26,12339.548,10849.625,14808.99,11174.875,12305.913,11904.712,12057.048
609.315,12132.301,10320.615,11226.457999999999,140.538,11252.846,22645.673,24608.596,16383.433,11409.202,12211.519,14083.798,12930.933,12900.279,12368.288,10792.183,14846.913,11209.385,12277.625,11929.673,12009.673
609.443,12090.559,10322.808,11206.6835,142.172,11226.058,22653.933,24542.452,16385.462,11378.135,12185.144,14050.5,12893.298,12894.337,12353.913,10756.154,14814.087,11153.558,12238.5,11886.269,12034.058
609.571,12233.14,10462.481,11347.8105,150.022,11327.663,22780.279,24660.423,16473.49,11535.817,12342.75,14177.76,13019.269,13012.394,12441.913,10909.846,14946.019,11293.615,12352.49,12027.808,12114.404
609.699,12085.774,10325.106,11205.439999999999,138.667,11193.615,22640.375,24555.788,16388.231,11381.019,12200.019,14066.067,12889.279,12867.202,12332.125,10804.606,14813.769,11138.49,12216.75,11872.288,11999.702
609.827,12193.849,10401.923,11297.886,147.656,11285.635,22635.433,24684.365,16457.163,11477.827,12316.01,14154.144,12955.385,12964.548,12438.288,10844.692,14857.356,11268.481,12303.115,11988.923,12082.846
609.955,12059.613,10337.798,11198.7055,142.656,11214.462,22635.317,24604.125,16446.587,11423.096,12244.048,14100.423,12904.01,12922.635,12404.202,10807.452,14778.029,11174.606,12221.712,11922.337,12058.692
610.083,11999.946,10259.154,11129.55,138.462,11200.0,22584.192,24558.192,16428.904,11370.933,12161.202,14026.115,12859.25,12857.067,12339.058,10753.923,14743.077,11144.558,12185.5,11871.221,11943.76
610.212,12040.344,10262.163,11151.253499999999,151.71,11195.346,22547.567,24576.731,16412.24,11397.635,12187.26,14034.99,12848.606,12829.635,12352.731,10750.029,14742.212,11120.163,12174.702,11874.942,11969.952
610.34,12034.914,10253.096,11144.005000000001,137.753,11133.788,22460.442,24550.115,16388.375,11363.26,12144.5,14037.587,12842.212,12799.625,12309.519,10730.442,14696.087,11117.683,12119.51,11845.51,11922.865
610.468,12020.075,10266.904,11143.4895,143.204,11173.26,22529.413,24656.683,16419.163,11392.019,12197.692,14056.298,12854.51,12864.587,12347.904,10739.625,14733.933,11105.433,12148.942,11861.24,11968.692
610.596,12051.978,10271.712,11161.845,147.796,11175.356,22534.875,24583.837,16448.885,11372.038,12171.923,14054.423,12826.279,12842.077,12327.846,10771.731,14750.038,11115.923,12152.25,11858.49,11960.74
610.724,11979.613,10228.779,11104.196,136.968,11126.846,22496.173,24564.692,16427.481,11324.962,12171.471,13999.827,12811.904,12792.769,12324.721,10678.74,14678.885,11099.712,12107.942,11813.587,11932.692
610.852,12043.194,10275.885,11159.539499999999,141.57,11228.01,22571.385,24661.269,16483.442,11407.183,12228.356,14092.058,12860.481,12873.615,12350.587,10753.788,14761.933,11136.808,12171.635,11870.712,11948.087
610.98,12001.29,10253.087,11127.1885,147.312,11183.298,22524.048,24588.615,16492.51,11387.769,12218.106,14086.683,12862.99,12859.721,12358.385,10714.577,14742.779,11120.144,12132.413,11843.808,11962.76
611.108,11968.86,10210.846,11089.853,142.935,11119.865,22497.798,24571.721,16469.808,11329.49,12179.942,14050.538,12786.846,12835.808,12299.26,10704.587,14693.981,11062.144,12080.067,11801.144,11905.875
611.237,11983.634,10198.644,11091.139,146.581,11138.827,22502.856,24587.567,16509.615,11361.202,12184.567,14042.394,12811.981,12804.356,12353.183,10699.394,14662.923,11067.173,12092.154,11805.731,11922.76
611.365,11966.204,10239.404,11102.804,142.763,11157.375,22510.231,24602.125,16512.538,11390.673,12238.394,14072.644,12829.635,12826.173,12341.01,10719.981,14678.077,11099.76,12108.49,11835.192,11907.221
611.493,11936.935,10177.625,11057.279999999999,136.28,11116.413,22474.885,24564.25,16504.779,11365.01,12171.385,14070.279,12831.548,12802.683,12349.288,10676.058,14637.192,11091.587,12063.019,11808.49,11909.712
611.621,11941.72,10204.606,11073.163,140.43,11112.125,22470.269,24580.971,16541.192,11377.202,12156.346,14059.615,12815.298,12793.394,12336.933,10709.231,14670.596,11078.712,12111.385,11833.548,11919.346
611.749,11964.957,10188.029,11076.493,137.172,11157.279,22520.875,24536.817,16555.865,11400.51,12213.913,14117.731,12867.683,12799.529,12384.106,10740.077,14697.038,11089.577,12077.288,11839.442,11913.135
611.877,11994.925,10267.654,11131.289499999999,147.409,11204.0,22583.683,24624.837,16660.202,11486.096,12272.808,14154.904,12922.337,12879.51,12414.654,10752.894,14732.558,11168.077,12133.144,11901.587,11996.644
612.005,11977.527,10209.567,11093.546999999999,139.333,11148.192,22486.192,24566.385,16601.827,11411.99,12220.5,14101.106,12876.75,12843.423,12346.615,10731.788,14702.76,11097.971,12051.692,11827.538,11925.26
612.133,12017.86,10221.913,11119.8865,136.677,11175.74,22588.606,24654.24,16665.663,11480.808,12276.0,14132.808,12957.087,12852.933,12405.846,10775.231,14749.913,11152.663,12104.923,11909.106,11948.913
612.262,11977.656,10236.952,11107.304,150.247,11166.192,22577.029,24647.702,16692.673,11461.067,12245.779,14201.875,12927.058,12816.606,12420.683,10764.615,14718.913,11169.606,12093.856,11887.038,11955.952
612.39,12023.258,10287.788,11155.523000000001,142.527,11240.663,22621.288,24696.721,16765.452,11513.769,12281.962,14231.856,12968.635,12931.779,12477.538,10807.048,14761.462,11208.856,12154.721,11949.452,11988.625
612.518,12063.129,10315.442,11189.2855,140.677,11226.577,22609.673,24714.596,16770.663,11558.673,12343.0,14245.673,12998.317,12934.212,12489.24,10819.615,14786.019,11226.702,12160.933,11946.279,12042.654
612.646,11997.548,10217.51,11107.529,134.161,11152.288,22545.529,24715.567,16772.644,11481.577,12314.067,14227.317,12946.721,12910.462,12451.029,10743.163,14740.798,11126.394,12080.567,11897.952,11978.163
612.774,12060.452,10304.308,11182.380000000001,141.656,11257.99,22637.221,24772.856,16833.673,11562.385,12386.385,14277.442,13033.798,12939.385,12532.837,10792.452,14760.673,11211.558,12177.212,11992.837,12042.462
612.902,12066.108,10315.683,11190.8955,140.172,11246.462,22682.375,24696.413,16842.587,11578.423,12384.154,14298.154,13037.856,12938.433,12531.615,10802.923,14806.49,11230.356,12162.173,11996.606,12066.808
613.03,12075.172,10258.029,11166.6005,161.538,11196.192,22699.596,24774.433,16904.394,11571.231,12368.385,14302.404,13059.221,12942.615,12562.51,10786.346,14808.404,11212.894,12135.471,11974.635,12038.942
613.158,12020.581,10294.221,11157.401,140.484,11206.625,22670.99,24771.548,16912.029,11578.846,12363.606,14249.221,13017.365,12915.058,12543.51,10794.904,14759.837,11188.577,12130.683,11945.529,12008.577
613.287,12114.699,10363.106,11238.9025,145.484,11299.481,22745.346,24841.442,16971.462,11668.702,12449.712,14427.885,13096.096,13028.606,12595.221,10875.548,14837.308,11323.462,12231.885,12051.663,12117.269
613.415,12017.645,10224.173,11120.909,138.925,11183.76,22674.173,24757.288,16929.567,11578.519,12377.837,14294.692,13026.288,12928.0,12526.529,10773.99,14766.365,11173.74,12133.144,11956.029,11981.779
613.543,12053.301,10310.663,11181.982,153.054,11244.933,22779.692,24775.135,16973.019,11639.558,12455.952,14390.769,13093.644,12990.837,12566.394,10847.173,14840.865,11227.596,12186.942,12021.115,12056.923
613.671,12011.667,10317.846,11164.7565,136.441,11226.212,22730.692,24800.827,16973.433,11642.173,12434.683,14356.279,13096.327,12973.529,12619.779,10843.894,14829.308,11255.173,12146.029,12023.202,12103.692
613.799,12050.989,10353.558,11202.2735,138.312,11244.692,22805.894,24803.337,17050.817,11675.558,12483.24,14455.644,13121.077,13014.538,12650.154,10872.692,14871.913,11287.817,12191.173,12076.067,12108.567
613.927,12087.86,10347.038,11217.449,140.753,11253.144,22819.24,24839.779,17123.76,11710.308,12519.423,14457.596,13160.135,13049.423,12675.837,10878.038,14911.846,11296.625,12229.298,12106.365,12117.24
614.055,12110.398,10413.019,11261.7085,145.57,11266.933,22894.865,24972.548,17216.519,11735.808,12546.875,14527.808,13164.548,13048.442,12730.827,10924.923,14923.788,11338.885,12259.548,12124.962,12161.865
