lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
717.324,2494.409,2213.269,2353.839,147.806,2393.692,3209.433,5783.587,5598.606,3812.74,3244.827,3092.654,2598.981,2636.356,2710.702,2954.644,4943.308,3667.962,3018.433,2882.702,2571.221
717.452,2470.28,2193.837,2332.0585,133.409,2373.317,3180.154,5759.712,5559.26,3771.875,3230.654,3072.442,2581.837,2622.135,2686.529,2952.962,4933.49,3642.462,3009.365,2858.106,2543.587
717.58,2507.871,2210.769,2359.3199999999997,149.462,2402.029,3244.442,5782.5,5590.24,3817.346,3262.913,3090.029,2628.433,2657.577,2734.077,2977.019,4963.721,3677.394,3044.51,2905.75,2571.913
717.708,2448.215,2165.635,2306.925,131.172,2365.721,3152.385,5659.923,5490.769,3764.202,3183.913,3003.106,2552.606,2570.673,2656.192,2878.731,4868.644,3600.635,2961.269,2815.702,2527.615
717.837,2447.108,2166.413,2306.7605000000003,132.753,2374.442,3144.654,5679.846,5521.317,3774.375,3197.288,3002.712,2556.077,2596.587,2658.413,2916.106,4884.875,3631.923,2970.231,2846.25,2526.923
717.965,2462.366,2143.49,2302.928,130.462,2343.933,3173.231,5696.635,5510.365,3797.25,3218.596,3056.365,2581.913,2619.048,2698.769,2919.231,4902.663,3640.375,2994.202,2869.644,2517.087
718.093,2447.731,2168.981,2308.356,138.828,2360.721,3127.567,5622.029,5449.683,3766.981,3190.192,3006.0,2557.202,2579.087,2635.404,2886.885,4840.24,3602.221,2957.519,2807.212,2526.0
718.221,2448.344,2145.769,2297.0564999999997,138.419,2339.433,3132.106,5658.529,5484.077,3772.837,3213.24,3033.981,2571.519,2612.587,2683.231,2921.106,4875.173,3622.308,2984.087,2844.529,2508.221
718.349,2444.656,2147.75,2296.203,131.634,2338.644,3159.202,5626.769,5485.067,3802.933,3234.317,3057.548,2586.308,2616.75,2703.962,2919.462,4903.817,3643.375,3025.01,2861.846,2521.865
718.477,2421.086,2145.481,2283.2835,140.366,2334.99,3086.904,5555.875,5398.74,3707.654,3156.923,2951.99,2505.875,2527.769,2594.596,2846.471,4793.019,3577.327,2901.923,2766.356,2506.779
718.605,2415.581,2140.606,2278.0935,127.333,2318.923,3150.26,5617.913,5470.865,3781.596,3223.442,3029.423,2587.413,2620.106,2699.788,2933.5,4872.163,3646.721,3011.0,2863.404,2505.365
718.733,2397.441,2123.25,2260.3455,131.011,2310.567,3085.154,5518.442,5370.913,3720.529,3155.721,2959.971,2510.933,2547.087,2604.74,2848.942,4779.058,3576.904,2912.51,2776.712,2482.433
718.862,2407.742,2124.644,2266.193,145.667,2308.962,3107.587,5532.288,5395.183,3740.875,3159.808,2967.683,2538.058,2563.587,2638.154,2873.413,4788.798,3604.683,2954.837,2804.25,2488.058
718.99,2396.591,2126.894,2261.7425,130.677,2312.0,3024.135,5428.558,5300.413,3670.356,3111.192,2904.712,2495.76,2513.125,2571.981,2794.452,4743.865,3538.952,2873.558,2736.413,2482.625
719.118,2417.409,2128.423,2272.916,148.559,2306.0,3099.115,5494.625,5365.106,3742.279,3169.096,2976.779,2537.885,2562.192,2633.087,2875.596,4781.962,3587.625,2956.904,2802.663,2485.346
719.246,2359.989,2092.837,2226.413,141.387,2271.356,3017.0,5388.462,5281.51,3660.817,3086.933,2894.846,2470.548,2487.163,2558.798,2770.365,4690.481,3514.885,2858.625,2705.817,2431.058
719.374,2346.237,2083.654,2214.9455,140.473,2271.529,3000.683,5363.51,5249.962,3642.779,3097.596,2886.51,2461.856,2475.971,2540.567,2768.942,4665.913,3515.702,2848.452,2696.317,2435.096
719.502,2366.86,2087.577,2227.2185,140.323,2252.471,3031.904,5391.885,5284.962,3684.865,3128.952,2916.817,2486.942,2529.096,2594.481,2812.5,4732.356,3524.49,2907.019,2755.827,2434.769
719.63,2385.473,2083.01,2234.2415,137.172,2278.442,3099.798,5443.471,5343.154,3756.375,3199.606,3019.702,2528.375,2594.327,2676.212,2878.519,4783.808,3603.212,2991.442,2854.856,2449.356
719.758,2346.72,2051.346,2199.033,138.925,2246.808,2947.038,5291.548,5162.433,3617.76,3066.49,2851.673,2468.865,2478.865,2530.163,2742.587,4640.144,3480.279,2836.673,2685.865,2392.663
719.887,2327.0,2062.029,2194.5145,138.0,2240.096,2928.183,5270.298,5149.49,3597.5,3032.308,2829.654,2431.952,2432.712,2498.269,2715.702,4605.644,3455.962,2806.577,2671.625,2396.942
720.015,2323.516,2046.683,2185.0995000000003,138.312,2229.173,2975.519,5280.702,5192.51,3630.99,3079.846,2858.317,2448.298,2484.125,2525.635,2757.779,4629.327,3491.846,2847.0,2685.433,2393.962
720.143,2334.968,2053.885,2194.4265,153.075,2234.375,2998.952,5293.077,5181.077,3663.788,3094.096,2898.971,2467.51,2508.808,2571.75,2779.817,4657.077,3506.885,2874.269,2715.077,2399.087
720.271,2296.892,2023.413,2160.1525,140.118,2205.173,2916.567,5166.337,5069.865,3565.75,3002.99,2794.452,2418.894,2447.654,2477.192,2678.288,4548.644,3419.433,2776.26,2636.558,2369.49
720.399,2310.118,2040.519,2175.3185,141.667,2216.596,2956.558,5229.654,5153.74,3626.49,3043.904,2855.423,2437.298,2461.567,2519.596,2727.26,4616.115,3464.183,2835.962,2677.942,2400.481
720.527,2278.065,2021.49,2149.7775,136.731,2207.798,2887.481,5157.99,5058.433,3573.269,3001.413,2794.317,2416.25,2432.692,2480.827,2701.404,4550.337,3420.817,2783.673,2636.308,2355.798
720.655,2297.817,2020.837,2159.327,134.462,2204.808,2978.663,5209.183,5138.663,3633.115,3092.365,2882.51,2438.163,2480.212,2555.269,2770.971,4604.221,3491.212,2871.702,2716.462,2367.442
720.783,2269.935,2007.529,2138.732,134.075,2196.154,2886.587,5085.452,5004.019,3557.865,3007.231,2789.962,2398.5,2428.913,2455.462,2656.635,4532.952,3386.942,2765.894,2620.875,2354.856
720.912,2262.634,1994.74,2128.687,134.957,2176.192,2829.548,5066.837,4971.413,3503.808,2967.365,2769.356,2385.923,2412.692,2455.115,2612.202,4481.894,3381.481,2751.49,2603.279,2340.433
721.04,2263.29,1977.788,2120.5389999999998,132.71,2169.442,2853.26,5056.279,4985.058,3529.067,2985.25,2760.288,2388.981,2408.125,2456.308,2634.712,4494.25,3397.635,2750.702,2616.5,2333.058
721.168,2277.0,1998.462,2137.7309999999998,143.527,2187.865,2882.75,5055.788,5006.942,3544.404,3001.337,2788.933,2403.769,2442.183,2480.144,2662.356,4487.394,3387.25,2783.74,2647.923,2322.269
721.296,2231.237,1950.817,2091.027,130.344,2148.183,2823.5,4969.01,4889.019,3471.885,2934.837,2724.683,2367.933,2408.087,2425.846,2581.788,4414.644,3330.548,2698.337,2568.942,2297.779
721.424,2243.548,1972.317,2107.9325,153.538,2165.01,2832.769,4974.356,4893.452,3507.154,2945.837,2752.779,2359.317,2400.712,2443.067,2596.337,4421.885,3350.875,2713.433,2575.471,2310.981
721.552,2233.968,1955.481,2094.7245,138.344,2145.087,2802.779,4932.183,4864.317,3465.981,2916.192,2721.481,2346.413,2398.51,2429.221,2575.154,4397.106,3331.894,2704.808,2560.048,2288.712
721.68,2225.742,1940.923,2083.3325,132.022,2124.481,2846.971,4978.212,4932.529,3526.01,2986.154,2755.798,2360.125,2395.702,2453.298,2639.481,4452.087,3370.26,2786.596,2610.865,2281.817
721.808,2227.032,1954.654,2090.843,156.473,2127.808,2819.269,4909.769,4864.029,3479.942,2937.163,2744.683,2345.269,2406.952,2434.74,2589.779,4399.731,3345.933,2721.269,2574.769,2304.183
721.937,2202.43,1949.721,2076.0755,135.634,2111.721,2783.529,4869.827,4857.865,3457.317,2922.856,2700.365,2321.346,2388.433,2416.75,2569.837,4372.548,3347.212,2682.433,2561.452,2291.433
722.065,2203.559,1937.769,2070.664,142.28,2111.317,2810.365,4899.356,4880.817,3501.923,2948.5,2719.173,2321.99,2377.135,2427.952,2595.779,4392.904,3358.558,2735.01,2580.298,2270.346
722.193,2190.366,1931.808,2061.087,138.054,2100.635,2744.798,4829.817,4798.0,3464.038,2917.952,2685.49,2302.769,2357.721,2413.048,2549.942,4349.288,3305.712,2689.788,2549.433,2252.74
722.321,2197.495,1918.712,2058.1035,141.763,2106.846,2770.827,4819.404,4792.731,3435.798,2901.337,2704.404,2306.856,2377.712,2414.404,2532.433,4340.058,3301.221,2694.615,2556.904,2256.096
722.449,2165.29,1914.923,2040.1064999999999,141.763,2106.875,2751.019,4810.577,4756.317,3431.346,2884.683,2684.702,2299.337,2358.231,2405.183,2542.808,4303.115,3298.433,2666.856,2550.433,2238.923
722.577,2156.29,1892.26,2024.275,135.667,2070.221,2700.606,4749.654,4713.087,3393.875,2843.51,2643.452,2276.856,2338.212,2369.317,2487.606,4260.375,3246.173,2630.163,2504.231,2222.817
722.705,2154.516,1892.462,2023.489,139.968,2058.346,2705.779,4716.038,4678.76,3377.077,2854.394,2637.404,2262.971,2332.394,2372.74,2476.635,4259.606,3227.51,2624.24,2514.769,2210.173
722.833,2144.161,1882.692,2013.4265,139.355,2060.288,2723.192,4712.788,4698.375,3396.654,2868.875,2637.51,2270.981,2318.635,2376.183,2507.885,4248.221,3253.615,2653.663,2530.106,2196.865
722.962,2139.258,1875.462,2007.36,134.72,2057.981,2705.471,4697.442,4670.76,3383.962,2853.067,2642.529,2244.692,2302.231,2366.327,2495.231,4251.385,3272.202,2648.779,2523.654,2194.202
723.09,2121.247,1856.981,1989.114,136.419,2027.471,2665.692,4657.192,4612.462,3358.087,2826.404,2607.212,2241.087,2287.606,2354.827,2456.846,4212.144,3216.183,2632.76,2499.106,2170.769
723.218,2108.355,1840.26,1974.3075,126.968,2008.462,2664.087,4614.923,4624.375,3349.413,2834.933,2594.471,2227.144,2270.981,2331.288,2455.846,4169.913,3208.596,2609.462,2478.769,2158.231
723.346,2128.957,1851.375,1990.166,142.0,2022.981,2690.702,4659.183,4627.529,3398.115,2863.442,2626.952,2241.856,2272.779,2340.731,2496.029,4214.144,3258.904,2647.904,2498.5,2178.933
723.474,2101.581,1838.962,1970.2715,135.645,2018.952,2622.606,4572.067,4541.712,3329.702,2797.904,2585.49,2222.115,2286.548,2329.154,2438.673,4151.038,3180.74,2586.192,2479.452,2172.096
723.602,2073.237,1825.587,1949.412,135.323,2017.096,2610.635,4555.269,4497.404,3291.692,2776.356,2554.26,2211.423,2256.125,2305.865,2417.346,4099.837,3155.894,2559.096,2454.231,2157.452
723.73,2085.699,1820.308,1953.0035,142.505,1996.423,2608.442,4519.423,4480.5,3298.981,2774.058,2549.596,2196.125,2244.038,2307.625,2405.462,4104.144,3163.346,2559.288,2456.5,2139.837
723.858,2074.613,1826.365,1950.489,136.72,1992.077,2590.279,4505.769,4464.308,3279.231,2754.038,2543.51,2184.096,2239.788,2303.125,2401.413,4080.317,3146.74,2550.817,2443.365,2129.183
723.987,2087.258,1837.058,1962.158,150.903,2012.231,2606.712,4514.144,4483.173,3298.115,2770.375,2561.163,2209.423,2258.308,2307.548,2410.058,4093.231,3145.837,2579.25,2470.192,2171.279
724.115,2088.022,1829.096,1958.559,141.452,1999.192,2592.231,4457.837,4449.442,3270.202,2748.702,2542.067,2184.865,2242.038,2302.231,2399.683,4074.144,3132.317,2536.51,2450.029,2136.317
724.243,2078.409,1826.183,1952.296,146.871,1987.692,2604.538,4476.933,4455.183,3312.856,2796.067,2549.462,2190.058,2245.769,2317.702,2427.99,4080.144,3159.019,2578.096,2450.587,2134.644
724.371,2050.774,1783.288,1917.031,137.731,1950.875,2542.596,4415.788,4402.654,3235.288,2722.779,2516.587,2151.798,2218.481,2260.337,2394.558,4009.115,3116.019,2539.365,2419.202,2099.827
724.499,2055.957,1811.49,1933.7235,138.28,1980.779,2536.183,4392.721,4364.529,3246.577,2723.904,2511.577,2182.413,2237.462,2272.904,2368.75,4007.558,3101.596,2524.837,2426.337,2118.712
724.627,2027.946,1786.74,1907.3429999999998,135.548,1965.644,2518.231,4374.913,4364.0,3228.875,2726.346,2496.26,2150.221,2189.279,2243.221,2375.087,4005.125,3106.125,2527.298,2398.731,2087.317
724.755,2041.409,1789.481,1915.4450000000002,136.011,1966.529,2524.51,4353.337,4347.202,3216.038,2702.74,2497.029,2148.529,2212.856,2257.269,2377.673,3979.019,3074.673,2518.375,2411.231,2090.221
724.883,2054.419,1782.875,1918.647,134.839,1949.74,2578.481,4399.481,4413.558,3276.788,2803.125,2519.356,2138.413,2185.779,2248.808,2418.577,4054.625,3157.433,2590.327,2428.74,2089.654
725.012,2047.677,1793.279,1920.478,145.505,1966.558,2610.558,4449.663,4464.856,3337.49,2853.644,2561.385,2136.731,2181.038,2253.01,2445.635,4077.721,3213.798,2623.548,2421.952,2096.038
725.14,2024.86,1772.75,1898.8049999999998,152.0,1943.317,2495.596,4290.567,4324.25,3216.846,2722.212,2485.837,2135.529,2179.952,2227.577,2373.548,3961.115,3101.096,2545.135,2397.837,2070.51
725.268,1996.527,1754.654,1875.5905,134.505,1931.702,2478.077,4218.644,4222.154,3156.317,2648.077,2446.558,2120.356,2147.394,2216.654,2358.26,3893.519,3006.144,2498.798,2374.298,2050.702
725.396,1997.699,1728.038,1862.8685,132.957,1890.644,2477.144,4264.769,4301.365,3222.577,2724.067,2452.481,2075.24,2130.404,2180.462,2353.288,3967.587,3082.106,2518.5,2357.058,2030.683
725.524,2010.097,1740.74,1875.4185,143.871,1912.212,2531.452,4301.74,4355.212,3256.644,2774.837,2472.404,2101.654,2138.058,2205.106,2383.817,4009.808,3131.856,2566.933,2367.413,2049.683
725.652,1987.151,1734.375,1860.763,153.301,1908.644,2422.808,4158.74,4185.971,3138.837,2639.567,2420.942,2069.865,2116.904,2164.029,2313.817,3867.981,3020.981,2470.952,2336.837,2031.519
725.78,1987.398,1730.115,1858.7565,132.753,1900.452,2489.135,4229.308,4282.029,3241.135,2748.365,2459.183,2072.01,2133.731,2174.721,2341.952,3932.413,3099.817,2528.442,2343.24,2023.442
725.908,1983.011,1721.856,1852.4335,142.839,1898.596,2406.212,4105.135,4136.654,3119.99,2631.923,2418.308,2063.548,2123.856,2175.74,2318.779,3827.933,2983.904,2479.51,2328.596,2011.115
726.037,1948.452,1689.096,1818.774,135.043,1871.385,2395.433,4094.596,4153.0,3115.788,2647.298,2405.01,2048.904,2098.0,2145.692,2302.663,3837.288,2987.087,2472.913,2308.298,2000.712
726.165,1943.462,1709.394,1826.4279999999999,143.0,1867.413,2406.25,4084.346,4131.202,3120.779,2627.135,2390.385,2039.731,2086.462,2147.404,2296.712,3839.788,3006.51,2468.221,2303.577,1991.231
726.293,1936.161,1695.798,1815.9795,141.667,1855.894,2370.125,4046.26,4071.798,3095.798,2583.308,2383.24,2030.625,2089.74,2131.817,2288.365,3766.125,2964.192,2449.135,2286.404,1985.24
726.421,1936.828,1689.048,1812.938,136.978,1847.74,2375.625,4044.731,4077.058,3093.087,2619.798,2378.058,2023.923,2082.385,2119.519,2287.673,3774.885,2989.394,2455.798,2293.308,1966.76
726.549,1929.602,1681.337,1805.4695000000002,137.645,1844.221,2381.192,4039.115,4089.731,3096.952,2631.837,2380.625,2020.692,2066.933,2119.144,2286.029,3793.5,2988.067,2466.202,2275.692,1985.413
726.677,1922.602,1672.135,1797.3685,146.419,1821.231,2362.192,4009.096,4055.51,3084.587,2609.798,2355.144,2009.712,2052.548,2095.413,2258.635,3762.808,2968.173,2448.154,2266.587,1961.125
726.805,1903.366,1661.048,1782.2069999999999,138.925,1824.163,2335.74,3946.125,3977.038,3027.731,2538.288,2335.644,1997.413,2042.558,2090.51,2251.712,3702.26,2910.49,2418.587,2271.769,1951.154
726.933,1903.409,1662.01,1782.7095,150.441,1816.923,2357.288,3952.481,4000.606,3067.337,2563.894,2337.529,1990.538,2046.885,2087.356,2263.587,3734.702,2948.327,2421.577,2261.375,1955.49
727.062,1901.914,1663.962,1782.938,151.688,1818.721,2330.962,3921.442,3960.548,3038.712,2539.385,2317.769,1997.596,2040.731,2076.019,2254.5,3694.51,2919.538,2423.587,2260.519,1945.894
727.19,1875.097,1641.212,1758.1545,136.925,1802.163,2322.452,3889.529,3929.644,3022.952,2523.644,2307.798,1960.423,2009.788,2068.923,2231.712,3653.048,2882.644,2410.442,2233.269,1920.942
727.318,1865.183,1636.856,1751.0194999999999,133.581,1796.673,2304.173,3864.202,3907.192,3004.885,2515.837,2292.913,1954.558,2019.221,2057.769,2218.913,3645.154,2882.731,2397.76,2220.596,1919.904
727.446,1865.323,1642.077,1753.7,145.237,1790.913,2314.875,3860.558,3881.74,2999.971,2510.971,2304.298,1963.452,2012.125,2057.202,2226.231,3649.231,2869.096,2392.808,2218.279,1918.423
727.574,1872.645,1620.923,1746.784,136.796,1787.596,2283.327,3818.365,3856.288,2967.481,2496.644,2281.038,1949.837,2002.346,2039.038,2206.577,3595.433,2852.76,2375.827,2209.548,1901.99
727.702,1851.28,1607.885,1729.5825,134.613,1760.788,2279.596,3808.077,3831.125,2948.135,2470.962,2260.154,1929.154,1967.567,2019.452,2171.615,3588.212,2857.433,2362.538,2176.462,1885.24
727.83,1863.194,1619.442,1741.318,151.978,1771.798,2295.712,3830.231,3879.5,3010.385,2522.356,2266.385,1926.481,1986.587,2037.173,2182.192,3615.288,2889.096,2368.635,2199.837,1902.875
727.958,1849.742,1615.115,1732.4285,135.344,1772.654,2284.663,3800.029,3852.481,2981.942,2517.221,2263.567,1938.481,1986.327,2030.154,2181.221,3591.221,2856.413,2384.952,2190.413,1892.856
728.087,1848.387,1612.077,1730.232,133.333,1753.019,2301.394,3824.279,3872.202,3013.721,2562.577,2277.0,1940.221,1974.933,2023.673,2172.5,3633.154,2920.596,2379.404,2186.269,1900.067
728.215,1835.355,1595.99,1715.6725000000001,142.387,1739.481,2300.99,3843.212,3910.433,3040.981,2601.644,2273.221,1908.365,1952.385,1996.558,2162.99,3641.548,2933.856,2370.01,2176.538,1875.644
728.343,1822.29,1593.962,1708.126,140.602,1726.606,2254.596,3729.375,3770.231,2935.846,2471.173,2245.183,1888.298,1937.077,1990.596,2147.894,3536.692,2826.654,2326.846,2149.356,1856.154
728.471,1821.161,1583.462,1702.3115,142.366,1730.683,2239.952,3718.894,3778.702,2946.625,2486.5,2235.125,1889.798,1938.288,1978.038,2134.183,3531.192,2843.519,2332.067,2154.904,1858.288
728.599,1811.72,1576.433,1694.0765000000001,138.828,1723.625,2281.51,3808.558,3869.212,3028.144,2603.375,2247.279,1883.596,1928.01,1982.375,2142.625,3626.894,2941.75,2356.663,2161.163,1853.413
728.727,1808.677,1569.404,1689.0405,131.968,1717.048,2227.279,3651.308,3717.808,2906.817,2448.683,2209.952,1891.365,1926.827,1965.529,2118.577,3490.01,2794.365,2315.625,2135.981,1832.048
728.855,1816.398,1575.231,1695.8145,153.86,1723.923,2226.971,3656.125,3680.962,2891.952,2453.471,2207.625,1886.385,1932.75,1973.596,2114.894,3490.462,2781.058,2316.154,2139.375,1856.327
728.983,1777.839,1559.712,1668.7755,134.151,1698.356,2210.962,3604.856,3661.346,2861.529,2428.923,2189.846,1853.962,1896.894,1935.375,2097.135,3450.529,2746.365,2308.317,2104.115,1811.337
729.112,1785.086,1551.817,1668.4515000000001,133.839,1694.231,2199.644,3593.683,3667.971,2877.913,2434.048,2188.769,1839.846,1889.644,1934.894,2087.413,3450.567,2764.529,2302.587,2108.288,1811.183
729.24,1774.925,1546.548,1660.7365,136.065,1680.74,2188.135,3562.644,3648.51,2885.481,2449.971,2176.135,1845.51,1880.173,1924.058,2085.952,3447.51,2782.721,2292.712,2108.029,1798.779
729.368,1766.054,1542.058,1654.056,144.849,1689.106,2179.51,3537.865,3628.0,2856.029,2420.51,2160.029,1827.808,1893.712,1933.587,2066.077,3416.721,2756.519,2300.519,2091.923,1810.865
729.496,1751.591,1535.452,1643.5214999999998,151.14,1672.221,2171.048,3554.837,3629.038,2874.933,2448.846,2172.029,1832.442,1877.375,1919.356,2074.827,3433.75,2758.269,2287.356,2084.596,1792.875
729.624,1769.086,1537.346,1653.216,147.731,1669.481,2164.365,3513.038,3600.269,2862.721,2424.49,2163.837,1837.337,1884.077,1915.413,2078.125,3408.798,2760.298,2292.673,2090.452,1795.885
729.752,1763.634,1534.298,1648.966,140.237,1674.548,2165.625,3465.779,3552.365,2819.212,2394.558,2162.24,1836.471,1873.875,1917.413,2059.635,3361.288,2690.702,2287.712,2072.423,1798.279
729.88,1761.581,1527.99,1644.7855,141.226,1675.625,2154.673,3484.885,3539.635,2827.904,2387.981,2137.49,1813.837,1868.038,1907.183,2049.346,3359.913,2696.423,2273.846,2070.942,1774.721
730.008,1762.011,1526.692,1644.3515,138.065,1659.404,2141.75,3424.375,3534.337,2811.663,2369.096,2127.471,1811.712,1852.423,1902.981,2056.99,3329.76,2686.279,2273.038,2059.481,1789.779
730.137,1735.817,1499.923,1617.87,139.548,1654.74,2141.49,3409.99,3512.346,2818.375,2392.981,2133.644,1800.26,1841.144,1898.221,2020.615,3330.279,2706.115,2242.846,2062.0,1773.635
730.265,1717.172,1508.577,1612.8745,148.043,1637.567,2120.125,3352.058,3506.125,2793.5,2383.558,2123.471,1796.221,1839.942,1882.5,2035.144,3331.452,2683.837,2247.779,2058.635,1771.048
730.393,1705.151,1511.404,1608.2775000000001,151.419,1638.058,2131.567,3477.375,3656.856,2940.135,2507.25,2130.74,1789.452,1830.606,1872.75,2026.481,3446.0,2845.808,2254.721,2056.587,1768.442
730.521,1685.935,1478.385,1582.1599999999999,145.376,1612.683,2107.327,3430.721,3612.721,2920.635,2470.067,2126.0,1773.26,1805.308,1860.587,1997.837,3423.904,2805.596,2237.394,2038.212,1749.913
730.649,1697.108,1480.346,1588.7269999999999,151.742,1609.01,2091.885,3276.615,3407.452,2766.837,2370.154,2085.558,1763.346,1810.221,1853.596,1987.981,3268.385,2662.115,2223.048,2016.731,1745.346
730.777,1667.71,1486.827,1577.2685000000001,146.667,1601.76,2087.115,3215.067,3373.817,2723.827,2333.077,2086.635,1761.788,1810.279,1843.817,1973.5,3224.865,2625.106,2208.548,2012.952,1724.519
730.905,1682.667,1482.606,1582.6365,160.258,1592.731,2082.096,3232.077,3381.269,2760.154,2381.712,2084.885,1761.231,1805.471,1829.365,1970.644,3247.952,2654.01,2207.404,2010.712,1726.442
731.033,1661.312,1455.413,1558.3625,136.774,1573.971,2059.875,3200.365,3362.24,2713.74,2338.702,2050.163,1724.038,1769.952,1801.202,1951.413,3204.298,2612.817,2174.865,1980.962,1717.0
731.162,1655.194,1457.356,1556.275,146.688,1580.731,2060.615,3296.837,3460.75,2809.769,2398.606,2068.913,1742.615,1780.202,1819.394,1951.317,3303.548,2713.721,2200.99,2004.346,1721.731
731.29,1677.452,1464.135,1570.7935,152.753,1581.558,2064.212,3276.779,3412.337,2799.144,2400.538,2074.298,1745.356,1784.26,1827.856,1962.327,3272.125,2695.606,2211.606,2014.615,1726.913
731.418,1669.957,1460.644,1565.3005,152.14,1580.817,2053.346,3218.519,3343.74,2714.135,2359.981,2056.433,1738.163,1782.038,1815.212,1954.606,3201.173,2629.212,2192.788,1987.346,1711.423
731.546,1649.806,1442.577,1546.1915,153.871,1578.808,2061.135,3177.413,3320.721,2708.577,2343.462,2045.317,1735.394,1765.596,1804.856,1938.0,3170.423,2605.798,2178.173,1981.327,1697.904
731.674,1640.602,1448.875,1544.7385,158.462,1574.654,2036.519,3171.404,3306.99,2700.385,2361.0,2043.231,1722.183,1749.269,1793.25,1933.74,3187.106,2611.788,2185.933,1976.519,1707.923
731.802,1644.828,1435.077,1539.9524999999999,143.688,1562.452,2031.269,3138.75,3246.087,2670.644,2343.75,2032.712,1712.731,1753.894,1790.01,1915.587,3128.202,2573.635,2177.519,1963.125,1692.663
731.93,1640.817,1439.423,1540.12,161.667,1552.288,2043.548,3229.413,3351.856,2759.058,2377.769,2047.654,1718.49,1750.163,1794.644,1924.26,3209.846,2653.99,2183.904,1967.75,1696.971
732.058,1601.226,1412.221,1506.7235,137.742,1521.962,1995.135,3226.962,3352.779,2781.048,2354.385,2011.827,1684.173,1708.673,1761.827,1888.192,3229.077,2674.587,2148.788,1943.317,1660.683
732.187,1617.613,1427.375,1522.4940000000001,151.387,1536.702,1999.327,3152.288,3262.192,2682.817,2330.106,2012.558,1685.019,1720.288,1758.702,1891.788,3146.731,2599.827,2149.5,1944.048,1667.558
732.315,1606.409,1426.25,1516.3295,161.581,1553.981,2001.702,3173.24,3260.038,2709.202,2352.721,2015.846,1711.856,1731.49,1771.067,1900.375,3143.808,2609.673,2154.096,1944.279,1683.615
732.443,1622.591,1411.548,1517.0695,146.226,1537.163,2002.885,3240.721,3341.01,2761.433,2350.577,2019.202,1685.221,1729.471,1757.519,1899.038,3203.115,2665.788,2162.125,1954.462,1658.288
732.571,1619.527,1407.635,1513.5810000000001,142.151,1533.933,2002.442,3179.692,3238.731,2677.279,2328.404,1999.683,1682.24,1720.827,1750.731,1879.442,3125.298,2575.712,2153.019,1941.25,1651.385
732.699,1607.688,1403.817,1505.7525,130.849,1523.923,1974.462,3150.942,3205.24,2654.356,2321.798,1975.962,1667.788,1698.817,1739.865,1867.971,3079.933,2560.356,2134.942,1917.962,1651.74
732.827,1613.548,1414.74,1514.144,145.806,1532.663,1991.933,3171.269,3226.962,2680.577,2331.837,1992.183,1686.038,1715.423,1756.827,1887.875,3092.5,2564.423,2145.163,1934.202,1660.942
732.955,1601.817,1408.721,1505.269,143.28,1522.394,1988.154,3117.798,3124.327,2618.154,2321.615,1981.981,1665.913,1700.24,1745.346,1866.673,3050.51,2521.625,2133.077,1921.404,1647.712
733.083,1592.892,1371.923,1482.4075,145.065,1514.327,1964.375,3095.933,3124.644,2608.904,2298.288,1964.25,1654.769,1690.125,1717.808,1843.298,3028.183,2513.404,2118.673,1910.981,1629.904
733.212,1597.258,1393.106,1495.182,139.409,1509.538,1963.971,3091.173,3149.644,2639.875,2326.74,1973.894,1643.567,1687.269,1722.058,1848.894,3043.067,2553.423,2111.423,1907.385,1647.712
733.34,1597.086,1398.837,1497.9615,150.86,1516.404,1970.442,3021.202,3084.99,2600.933,2314.154,1963.317,1659.375,1700.808,1732.798,1865.548,2985.048,2483.894,2135.721,1913.346,1641.904
733.468,1570.022,1386.308,1478.165,147.065,1497.433,1941.24,3024.952,3067.635,2589.846,2301.25,1950.596,1637.596,1685.077,1712.038,1835.144,3002.769,2523.058,2104.183,1899.538,1629.606
733.596,1555.129,1359.952,1457.5405,145.914,1479.231,1917.923,3045.808,3077.712,2597.981,2289.375,1933.702,1620.913,1655.712,1689.154,1807.702,2993.837,2509.615,2098.635,1873.548,1601.25
733.724,1542.634,1355.413,1449.0235,143.14,1489.24,1921.154,3006.077,3072.846,2583.298,2284.394,1925.356,1630.106,1652.288,1685.288,1815.923,2981.288,2479.317,2079.635,1868.654,1602.135
733.852,1558.269,1363.817,1461.0430000000001,146.785,1478.413,1910.76,3022.404,3073.115,2605.029,2281.981,1926.788,1614.625,1651.75,1691.115,1807.865,2977.567,2498.317,2085.798,1860.337,1599.404
733.98,1548.333,1347.558,1447.9455,145.452,1471.827,1886.077,3003.75,3029.327,2579.779,2272.942,1910.827,1603.538,1631.115,1661.019,1791.442,2962.038,2481.442,2067.644,1850.173,1579.548
734.108,1560.108,1366.942,1463.525,138.946,1471.76,1912.952,3073.663,3191.269,2722.327,2307.817,1923.365,1614.048,1649.173,1690.481,1813.856,3084.875,2613.0,2092.827,1875.702,1607.385
