Laser Delay [ns];TA [mOD]
3820;0.981862
3830;1.072374
3840;1.127736
3850;1.308981
3860;1.128211
3870;1.023041
3880;1.210239
3890;1.139134
3900;1.272542
3910;1.244990
3920;1.169399
3930;1.223770
3940;1.162779
3950;1.290512
3960;1.129156
3970;1.203661
3980;1.136359
3990;1.036689
4000;1.278114
4010;1.076886
4020;1.271064
4030;0.865217
4040;1.206516
4050;1.157334
4060;1.157367
4070;1.013871
4080;1.167427
4090;1.173016
4100;1.203261
4110;1.019654
4120;1.167498
4130;1.031333
4140;1.128480
4150;1.092352
4160;1.047339
4170;1.055784
4180;1.187393
4190;1.068071
4200;0.954803
4210;0.928245
4220;1.218004
4230;1.119431
4240;1.081224
4250;1.124724
4260;1.012976
4270;1.194478
4280;1.110354
4290;1.117111
4300;1.137031
4310;1.142323
4320;1.224396
4330;1.058960
4340;1.147305
4350;1.139969
4360;0.998375
4370;0.995443
4380;1.115023
4390;1.069864
4400;1.065952
4410;0.987351
4420;1.050326
4430;1.061176
4440;1.167720
4450;1.024464
4460;1.016310
4470;1.148517
4480;1.136782
4490;1.220516
4500;1.113483
4510;1.147976
4520;1.068633
4530;1.240770
4540;1.148079
4550;1.259475
4560;1.029521
4570;1.133782
4580;0.963947
4590;1.058263
4600;0.974141
4610;1.166913
4620;1.089221
4630;0.956519
4640;1.066924
4650;0.994086
4660;1.229935
4670;1.139123
4680;0.984613
4690;1.284259
4700;1.238027
4710;1.017833
4720;0.897113
4730;1.204089
4740;1.016846
4750;1.240693
4760;1.071865
4770;1.045752
4780;1.072280
4790;1.081261
4800;1.246838
4810;1.081967
4820;1.172902
4830;1.124071
4840;1.154417
4850;1.090635
4860;1.039740
4870;1.031360
4880;1.034401
4890;1.040207
4900;1.269629
4910;1.152471
4920;1.241754
4930;1.173330
4940;1.245047
4950;1.084851
4960;1.018813
4970;1.187455
4980;0.972364
4990;1.080048
5000;1.031234
