Laser Delay [ns];TA [mOD]
3570;0.842502
3580;1.160541
3590;1.032332
3600;1.099569
3610;1.319659
3620;1.093778
3630;1.073153
3640;0.668644
3650;0.954139
3660;1.027513
3670;0.904438
3680;0.881349
3690;0.915253
3700;0.921836
3710;1.050036
3720;0.880457
3730;0.763287
3740;0.685691
3750;1.181245
3760;0.885398
3770;1.051293
3780;0.816944
3790;0.829355
3800;0.838648
3810;1.071137
3820;0.911765
3830;1.270012
3840;0.900250
3850;0.869939
3860;0.852366
3870;0.977354
3880;1.113022
3890;0.822984
3900;0.877060
3910;1.085550
3920;1.179356
3930;1.028471
3940;0.572125
3950;0.930901
3960;1.179692
3970;0.971907
3980;0.926589
3990;0.966420
4000;0.890838
4010;1.300046
4020;0.890013
4030;1.164657
4040;1.249771
4050;0.799120
4060;0.970008
4070;1.002657
4080;1.087050
4090;1.074593
4100;0.756854
4110;1.144354
4120;1.391654
4130;0.580462
4140;1.143899
4150;1.098511
4160;0.956504
4170;1.137246
4180;0.878920
4190;1.052332
4200;1.009421
4210;0.971603
4220;0.978980
4230;0.947636
4240;0.679588
4250;0.899198
4260;0.811614
4270;0.923213
4280;0.989746
4290;1.025974
4300;0.829325
4310;1.005947
4320;1.017322
4330;1.258023
4340;0.916472
4350;1.203161
4360;0.891500
4370;0.981223
4380;1.086225
4390;0.912196
4400;0.937521
4410;0.786979
4420;0.760229
4430;0.646100
4440;1.338551
4450;0.850468
4460;0.711050
4470;1.026980
4480;0.868414
4490;0.782159
4500;0.981683
4510;1.316922
4520;0.734944
4530;1.085716
4540;1.035050
4550;1.071821
4560;0.920754
4570;1.022186
4580;0.758995
4590;0.743188
4600;0.892206
4610;0.951039
4620;0.865900
4630;0.881974
4640;0.900750
4650;0.874636
4660;0.888176
4670;1.035152
4680;0.994987
4690;0.996772
4700;0.907736
4710;0.994241
4720;0.961469
4730;0.818480
4740;0.863044
4750;0.567904
4760;0.773199
4770;0.744230
4780;0.860098
4790;0.949257
4800;0.882683
4810;0.927250
4820;1.034316
4830;0.991012
4840;1.056028
4850;0.748800
4860;0.616428
4870;1.135633
4880;1.299599
4890;0.905561
4900;1.063261
4910;0.769717
4920;0.862956
4930;0.957038
4940;0.923633
4950;0.811406
4960;0.555785
4970;0.884226
4980;0.542719
4990;0.954265
5000;0.976144
