Laser Delay [ns];TA [mOD]
4750;1.534854
4760;1.674644
4770;1.276030
4780;1.362225
4790;1.407403
4800;1.912476
4810;1.252117
4820;1.337420
4830;1.726399
4840;1.403075
4850;1.439591
4860;1.608670
4870;1.365078
4880;1.443868
4890;1.435963
4900;1.570793
4910;1.402584
4920;1.364734
4930;1.399618
4940;1.087466
4950;1.410745
4960;1.531163
4970;1.439250
4980;1.381456
4990;1.374093
5000;1.007323
